ID,VSLCODE,TANKCATEGORY,TANKNAME,SG,SOUNDING,VOLUMEINPERCENTAGE,VOLUMEINCUBE,LCGLPP,VCGBL,TCG,FSM
287,KAC,CARGO,HOLD6,1.025,14.68,0.831,11856.93,67.4,9.35,0,45016.87
288,KAC,CARGO,HOLD6,1.025,15.08,0.851,12138.4,67.4,9.51,0,38432.58
289,KAC,CARGO,HOLD6,1.025,15.48,0.87,12405.03,67.4,9.67,0,32523.87
290,KAC,CARGO,HOLD6,1.025,15.88,0.887,12656.83,67.4,9.83,0,27254.03
291,KAC,CARGO,HOLD6,1.025,16.28,0.904,12890.81,67.39,9.97,0,21770.08
292,KAC,CARGO,HOLD6,1.025,16.68,0.919,13104.57,67.4,10.11,0,17755.36
293,KAC,CARGO,HOLD6,1.025,17.08,0.933,13303.09,67.4,10.23,0,14248.22
294,KAC,CARGO,HOLD6,1.025,17.48,0.945,13486.5,67.4,10.35,0,11245.69
295,KAC,CARGO,HOLD6,1.025,17.88,0.957,13654.95,67.41,10.46,0,8706.25
296,KAC,CARGO,HOLD6,1.025,18.28,0.968,13809.29,67.41,10.57,0,7230.04
297,KAC,CARGO,HOLD6,1.025,18.68,0.979,13959.62,67.41,10.67,0,7186.99
298,KAC,CARGO,HOLD6,1.025,19.08,0.988,14095.87,67.42,10.77,0,4959.36
299,KAC,CARGO,HOLD6,1.025,19.48,0.995,14199.48,67.42,10.84,0,4959.36
300,KAC,CARGO,HOLD6,1.025,19.73,1,14264.23,67.42,10.89,0,4959.36
301,KAC,CARGO,HOLD7,1.025,0,0,0,41,1.72,0,14252.01
302,KAC,CARGO,HOLD7,1.025,0.379,0.012,174.42,41,1.91,0,16245.33
303,KAC,CARGO,HOLD7,1.025,0.779,0.026,368.74,41.01,2.12,0,18414.33
304,KAC,CARGO,HOLD7,1.025,1.179,0.04,573.41,41.01,2.33,0,20973.65
305,KAC,CARGO,HOLD7,1.025,1.579,0.055,788.64,41.01,2.54,0,23553.99
306,KAC,CARGO,HOLD7,1.025,2.079,0.075,1072.79,41.01,2.81,0,27287.35
307,KAC,CARGO,HOLD7,1.025,2.479,0.092,1312.36,41.02,3.02,0,30428.15
308,KAC,CARGO,HOLD7,1.025,2.879,0.109,1563.01,41.02,3.25,0,34088.84
309,KAC,CARGO,HOLD7,1.025,3.279,0.127,1824.82,41.03,3.47,0,37770.53
310,KAC,CARGO,HOLD7,1.025,3.679,0.146,2098.09,41.03,3.69,0,42026.64
311,KAC,CARGO,HOLD7,1.025,4.079,0.166,2382.94,41.04,3.92,0,46086.46
312,KAC,CARGO,HOLD7,1.025,4.479,0.187,2682.24,41.06,4.15,0,51725.29
313,KAC,CARGO,HOLD7,1.025,4.879,0.209,2990.17,41.07,4.39,0,54856.87
314,KAC,CARGO,HOLD7,1.025,5.279,0.231,3305.86,41.06,4.62,0,57820.76
315,KAC,CARGO,HOLD7,1.025,5.679,0.253,3628.65,41.04,4.85,0,60797.88
316,KAC,CARGO,HOLD7,1.025,6.079,0.276,3958.14,41.02,5.08,0,63654.14
317,KAC,CARGO,HOLD7,1.025,6.479,0.3,4293.97,40.98,5.3,0,66250.47
318,KAC,CARGO,HOLD7,1.025,6.879,0.324,4636.07,40.94,5.53,0,68851.81
319,KAC,CARGO,HOLD7,1.025,7.279,0.348,4983.86,40.89,5.76,0,71373.62
320,KAC,CARGO,HOLD7,1.025,7.679,0.372,5336.67,40.85,5.99,0,73653.12
321,KAC,CARGO,HOLD7,1.025,8.179,0.404,5783.65,40.78,6.27,0,76138.85
322,KAC,CARGO,HOLD7,1.025,8.579,0.429,6145.13,40.73,6.5,0,77887.91
323,KAC,CARGO,HOLD7,1.025,8.979,0.454,6509.63,40.68,6.72,0,79457.28
324,KAC,CARGO,HOLD7,1.025,9.379,0.48,6876.71,40.63,6.94,0,80834.88
325,KAC,CARGO,HOLD7,1.025,9.779,0.506,7245.9,40.59,7.17,0,82010.56
326,KAC,CARGO,HOLD7,1.025,10.179,0.532,7616.79,40.54,7.39,0,82912.35
327,KAC,CARGO,HOLD7,1.025,10.579,0.558,7988.96,40.5,7.61,0,83558.82
328,KAC,CARGO,HOLD7,1.025,10.979,0.584,8361.98,40.46,7.82,0,83937.87
329,KAC,CARGO,HOLD7,1.025,11.379,0.61,8735.36,40.42,8.04,0,84089.67
330,KAC,CARGO,HOLD7,1.025,11.779,0.636,9108.86,40.38,8.26,0,84124.31
331,KAC,CARGO,HOLD7,1.025,12.179,0.662,9482.39,40.35,8.47,0,84137.95
332,KAC,CARGO,HOLD7,1.025,12.579,0.688,9855.94,40.32,8.68,0,84140.3
333,KAC,CARGO,HOLD7,1.025,12.979,0.714,10229.48,40.29,8.9,0,84140.41
334,KAC,CARGO,HOLD7,1.025,13.379,0.74,10600.53,40.27,9.11,0,78254.24
335,KAC,CARGO,HOLD7,1.025,13.879,0.771,11042.54,40.24,9.36,0,65231
336,KAC,CARGO,HOLD7,1.025,14.279,0.794,11377.6,40.22,9.55,0,56914.87
337,KAC,CARGO,HOLD7,1.025,14.679,0.816,11697.21,40.2,9.73,0,49144.34
338,KAC,CARGO,HOLD7,1.025,15.079,0.838,12000.65,40.18,9.9,0,41913.07
339,KAC,CARGO,HOLD7,1.025,15.479,0.858,12287.8,40.17,10.07,0,35423.69
340,KAC,CARGO,HOLD7,1.025,15.879,0.877,12558.67,40.15,10.23,0,29636.03
341,KAC,CARGO,HOLD7,1.025,16.279,0.894,12812.45,40.14,10.38,0,24051.22
342,KAC,CARGO,HOLD7,1.025,16.679,0.911,13048.94,40.12,10.52,0,19684.1
343,KAC,CARGO,HOLD7,1.025,17.079,0.926,13269.64,40.11,10.65,0,15880.43
344,KAC,CARGO,HOLD7,1.025,17.479,0.94,13474.55,40.1,10.78,0,12601.35
345,KAC,CARGO,HOLD7,1.025,17.879,0.954,13663.68,40.09,10.9,0,9807.92
346,KAC,CARGO,HOLD7,1.025,18.279,0.966,13837.85,40.08,11.01,0,8182.99
347,KAC,CARGO,HOLD7,1.025,18.679,0.978,14008.46,40.07,11.12,0,8182.99
348,KAC,CARGO,HOLD7,1.025,19.079,0.988,14159.62,40.06,11.22,0,4959.36
349,KAC,CARGO,HOLD7,1.025,19.479,0.995,14263.23,40.07,11.29,0,4959.36
350,KAC,CARGO,HOLD7,1.025,19.729,1,14327.98,40.07,11.34,0,4959.36
351,KAC,WB,FORE PEAK TANK,1.025,0,0,0,215.39,0,0,150.88
352,KAC,WB,FORE PEAK TANK,1.025,0.237,0.009,13.61,215.64,0.13,0,742.72
353,KAC,WB,FORE PEAK TANK,1.025,0.474,0.022,32.74,215.92,0.26,0,1136.93
354,KAC,WB,FORE PEAK TANK,1.025,0.711,0.037,55.42,216.12,0.4,0,1500.7
355,KAC,WB,FORE PEAK TANK,1.025,0.948,0.054,81.05,216.29,0.54,0,1841.21
356,KAC,WB,FORE PEAK TANK,1.025,1.185,0.073,109.03,216.42,0.67,0,2166.54
357,KAC,WB,FORE PEAK TANK,1.025,1.422,0.093,139.07,216.54,0.81,0,2470.56
358,KAC,WB,FORE PEAK TANK,1.025,1.659,0.115,171.05,216.64,0.95,0,2758.17
359,KAC,WB,FORE PEAK TANK,1.025,1.896,0.137,204.63,216.73,1.08,0,3023.96
360,KAC,WB,FORE PEAK TANK,1.025,2.133,0.161,239.77,216.82,1.22,0,3263.29
361,KAC,WB,FORE PEAK TANK,1.025,2.37,0.185,276.07,216.89,1.36,0,3491.87
362,KAC,WB,FORE PEAK TANK,1.025,2.607,0.21,313.47,216.95,1.49,0,3699.02
363,KAC,WB,FORE PEAK TANK,1.025,2.844,0.236,351.94,217.01,1.63,0,3887.21
364,KAC,WB,FORE PEAK TANK,1.025,3.081,0.263,391.41,217.07,1.76,0,4064.95
365,KAC,WB,FORE PEAK TANK,1.025,3.318,0.29,431.65,217.12,1.89,0,4213.67
366,KAC,WB,FORE PEAK TANK,1.025,3.555,0.317,472.59,217.17,2.03,0,4354.2
367,KAC,WB,FORE PEAK TANK,1.025,3.792,0.345,514.07,217.21,2.16,0,4466.23
368,KAC,WB,FORE PEAK TANK,1.025,4.029,0.373,556.04,217.25,2.29,0,4575.4
369,KAC,WB,FORE PEAK TANK,1.025,4.266,0.402,598.41,217.28,2.42,0,4652.78
370,KAC,WB,FORE PEAK TANK,1.025,4.503,0.43,641.1,217.31,2.56,0,4729.97
371,KAC,WB,FORE PEAK TANK,1.025,4.74,0.459,684.05,217.34,2.68,0,4777.63
372,KAC,WB,FORE PEAK TANK,1.025,4.977,0.488,727.2,217.37,2.81,0,4825.29
373,KAC,WB,FORE PEAK TANK,1.025,5.214,0.517,770.5,217.39,2.94,0,4851.02
374,KAC,WB,FORE PEAK TANK,1.025,5.451,0.546,813.89,217.41,3.07,0,4874.18
375,KAC,WB,FORE PEAK TANK,1.025,5.688,0.576,857.35,217.43,3.2,0,4883.72
376,KAC,WB,FORE PEAK TANK,1.025,5.925,0.605,900.86,217.44,3.32,0,4889.76
377,KAC,WB,FORE PEAK TANK,1.025,6.162,0.634,944.49,217.46,3.45,0,4892.02
378,KAC,WB,FORE PEAK TANK,1.025,6.399,0.663,988.13,217.48,3.57,0,4892.02
379,KAC,WB,FORE PEAK TANK,1.025,6.636,0.693,1031.78,217.49,3.7,0,4892.02
380,KAC,WB,FORE PEAK TANK,1.025,6.873,0.722,1075.42,217.5,3.82,0,4892.02
381,KAC,WB,FORE PEAK TANK,1.025,7.11,0.751,1119.06,217.51,3.95,0,4892.02
382,KAC,WB,FORE PEAK TANK,1.025,7.347,0.781,1162.71,217.53,4.07,0,4892.02
383,KAC,WB,FORE PEAK TANK,1.025,7.584,0.81,1206.35,217.54,4.19,0,4892.02
384,KAC,WB,FORE PEAK TANK,1.025,7.821,0.839,1249.99,217.55,4.31,0,4892.02
385,KAC,WB,FORE PEAK TANK,1.025,8.058,0.869,1293.63,217.55,4.44,0,4891.61
386,KAC,WB,FORE PEAK TANK,1.025,8.295,0.898,1337.24,217.56,4.56,0,4890.07
387,KAC,WB,FORE PEAK TANK,1.025,8.532,0.927,1380.8,217.57,4.68,0,4888.23
388,KAC,WB,FORE PEAK TANK,1.025,8.769,0.956,1424.3,217.58,4.8,0,4882.69
389,KAC,WB,FORE PEAK TANK,1.025,9.006,0.985,1467.72,217.58,4.92,0,4876.95
390,KAC,WB,FORE PEAK TANK,1.025,9.125,1,1489.41,217.58,4.98,0,4870.8
403,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,0,0,0,199.21,0,0,5657.28
404,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,0.4,0.079,111.11,199.32,0.21,0,8865.64
405,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,0.8,0.166,232.55,199.43,0.41,0,10159.8
406,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,1.3,0.279,391.33,199.54,0.67,0,11201.51
407,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,1.7,0.373,522.16,199.6,0.88,0,11800.62
408,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,2.1,0.406,568.23,199.79,0.96,0,1460.01
409,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,2.5,0.437,612.2,199.96,1.06,0,1313.85
410,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,3,0.474,663.47,200.14,1.19,0,1123.81
411,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,3.4,0.501,701.14,200.27,1.3,0,974.47
412,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,3.8,0.525,735.55,200.39,1.4,0,830.66
413,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,4.2,0.547,766.53,200.5,1.51,0,693.82
414,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,4.7,0.571,800.26,200.63,1.63,0,531.57
415,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,5.1,0.588,823.13,200.73,1.72,0,406
416,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,5.5,0.601,842.26,200.83,1.8,0,280.13
417,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,5.9,0.612,857.79,200.92,1.87,0,184.4
418,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,6.4,0.623,873.16,201.01,1.95,0,116.03
419,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,6.8,0.63,882.58,201.08,2,0,75.65
420,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,7.2,0.635,889.71,201.13,2.04,0,45.51
421,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,7.6,0.639,894.77,201.17,2.07,0,24.5
422,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,8.1,0.642,898.58,201.2,2.09,0,8.82
423,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,8.5,0.643,899.98,201.21,2.1,0,2.87
424,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,8.9,0.643,900.34,201.22,2.11,0,0.51
425,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,9.3,0.643,900.38,201.22,2.11,0,0.51
426,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,9.8,0.643,900.44,201.22,2.11,0,0.51
427,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,10.2,0.643,900.48,201.22,2.11,0,0.51
428,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,10.6,0.643,900.52,201.22,2.11,0,0.51
429,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,11,0.643,900.57,201.22,2.11,0,0.51
430,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,11.5,0.643,900.62,201.22,2.11,0,0.51
431,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,11.9,0.643,900.66,201.22,2.11,0,0.51
432,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,12.3,0.643,900.7,201.22,2.11,0,0.51
433,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,12.7,0.643,900.75,201.22,2.11,0,0.51
434,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,13.2,0.643,900.8,201.22,2.11,0,0.51
435,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,13.6,0.643,900.84,201.22,2.11,0,0.51
436,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,14,0.643,900.89,201.22,2.11,0,0.51
437,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,14.4,0.643,900.93,201.22,2.11,0,0.51
438,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,14.9,0.643,900.98,201.22,2.11,0,0.51
439,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,15.3,0.644,901.67,201.21,2.12,0,1.33
440,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,15.7,0.646,905.19,201.17,2.18,0,4.2
441,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,16.1,0.652,912.96,201.1,2.29,0,15.38
442,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,16.5,0.661,925.91,200.99,2.49,0,41.62
443,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,17,0.679,950.48,200.83,2.86,0,107.83
444,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,17.4,0.698,977.54,200.69,3.25,0,198.65
445,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,17.8,0.722,1011.74,200.54,3.74,0,334.05
446,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,18.2,0.752,1053.35,200.4,4.3,0,518.04
447,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,18.7,0.797,1115.87,200.23,5.1,0,831.17
448,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,19.1,0.838,1174.33,200.1,5.78,0,1161.53
449,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,19.5,0.886,1240.37,199.98,6.5,0,1576.04
450,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,19.9,0.938,1314.06,199.86,7.24,0,2059.12
451,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,20.4,0.995,1393.8,199.79,7.98,0,112.34
452,KAC,WB,NO. 1 T. & BTM. W. B. TK. S,1.025,20.578,1,1400.64,199.79,8.04,0,0
453,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,0,0,0,199.21,0,0,5657.28
454,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,0.4,0.079,111.11,199.32,0.21,0,8865.64
455,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,0.8,0.166,232.55,199.43,0.41,0,10159.8
456,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,1.3,0.279,391.33,199.54,0.67,0,11201.51
457,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,1.7,0.373,522.16,199.6,0.88,0,11800.62
458,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,2.1,0.406,568.23,199.79,0.96,0,1460.01
459,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,2.5,0.437,612.2,199.96,1.06,0,1313.85
460,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,3,0.474,663.47,200.14,1.19,0,1123.81
461,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,3.4,0.501,701.14,200.27,1.3,0,974.47
462,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,3.8,0.525,735.55,200.39,1.4,0,830.66
463,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,4.2,0.547,766.53,200.5,1.51,0,693.82
464,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,4.7,0.571,800.26,200.63,1.63,0,531.57
465,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,5.1,0.588,823.13,200.73,1.72,0,406
466,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,5.5,0.601,842.26,200.83,1.8,0,280.13
467,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,5.9,0.612,857.79,200.92,1.87,0,184.4
468,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,6.4,0.623,873.16,201.01,1.95,0,116.03
469,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,6.8,0.63,882.58,201.08,2,0,75.65
470,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,7.2,0.635,889.71,201.13,2.04,0,45.51
471,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,7.6,0.639,894.77,201.17,2.07,0,24.5
472,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,8.1,0.642,898.58,201.2,2.09,0,8.82
473,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,8.5,0.643,899.98,201.21,2.1,0,2.87
474,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,8.9,0.643,900.34,201.22,2.11,0,0.51
475,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,9.3,0.643,900.38,201.22,2.11,0,0.51
476,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,9.8,0.643,900.44,201.22,2.11,0,0.51
477,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,10.2,0.643,900.48,201.22,2.11,0,0.51
478,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,10.6,0.643,900.52,201.22,2.11,0,0.51
479,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,11,0.643,900.57,201.22,2.11,0,0.51
480,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,11.5,0.643,900.62,201.22,2.11,0,0.51
481,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,11.9,0.643,900.66,201.22,2.11,0,0.51
482,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,12.3,0.643,900.7,201.22,2.11,0,0.51
483,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,12.7,0.643,900.75,201.22,2.11,0,0.51
484,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,13.2,0.643,900.8,201.22,2.11,0,0.51
485,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,13.6,0.643,900.84,201.22,2.11,0,0.51
486,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,14,0.643,900.89,201.22,2.11,0,0.51
487,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,14.4,0.643,900.93,201.22,2.11,0,0.51
488,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,14.9,0.643,900.98,201.22,2.11,0,0.51
489,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,15.3,0.644,901.67,201.21,2.12,0,1.33
490,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,15.7,0.646,905.19,201.17,2.18,0,4.2
491,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,16.1,0.652,912.96,201.1,2.29,0,15.38
492,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,16.5,0.661,925.91,200.99,2.49,0,41.62
493,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,17,0.679,950.48,200.83,2.86,0,107.83
494,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,17.4,0.698,977.54,200.69,3.25,0,198.65
495,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,17.8,0.722,1011.74,200.54,3.74,0,334.05
496,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,18.2,0.752,1053.35,200.4,4.3,0,518.04
497,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,18.7,0.797,1115.87,200.23,5.1,0,831.17
498,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,19.1,0.838,1174.33,200.1,5.78,0,1161.53
499,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,19.5,0.886,1240.37,199.98,6.5,0,1576.04
500,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,19.9,0.938,1314.06,199.86,7.24,0,2059.12
501,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,20.4,0.995,1393.8,199.79,7.98,0,112.34
502,KAC,WB,NO. 1 T. & BTM. W. B. TK. P,1.025,20.578,1,1400.64,199.79,8.04,0,0
515,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,0,0,0,174.22,0,0,13218.4
516,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,0.4,0.098,160.13,174.24,0.2,0,16497.58
517,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,0.8,0.199,326.39,174.25,0.41,0,17696.42
518,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,1.3,0.327,537.33,174.25,0.66,0,18469.48
519,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,1.7,0.431,707.48,174.26,0.86,0,18701.95
520,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,2.1,0.458,751.32,174.28,0.92,0,263.02
521,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,2.5,0.482,790.87,174.3,0.99,0,189.32
522,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,3,0.508,834.19,174.32,1.08,0,117.98
523,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,3.4,0.526,863.93,174.33,1.15,0,75.85
524,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,3.8,0.542,889.3,174.34,1.22,0,45.2
525,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,4.2,0.555,910.29,174.34,1.29,0,24.09
526,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,4.7,0.567,930.39,174.35,1.36,0,8.61
527,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,5.1,0.574,941.55,174.35,1.4,0,2.67
528,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,5.5,0.578,948.34,174.35,1.43,0,0.41
529,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,5.9,0.579,950.8,174.35,1.44,0,0
530,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,6.4,0.579,950.84,174.35,1.44,0,0
531,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,6.8,0.579,950.87,174.35,1.44,0,0
532,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,7.2,0.579,950.9,174.35,1.44,0,0
533,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,7.6,0.579,950.93,174.35,1.44,0,0
534,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,8.1,0.579,950.96,174.35,1.44,0,0
535,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,8.5,0.579,950.99,174.35,1.44,0,0
536,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,8.9,0.579,951.02,174.35,1.44,0,0
537,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,9.3,0.579,951.05,174.35,1.44,0,0
538,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,9.8,0.579,951.09,174.35,1.44,0,0
539,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,10.2,0.579,951.12,174.35,1.44,0,0
540,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,10.6,0.579,951.14,174.35,1.44,0,0
541,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,11,0.579,951.17,174.35,1.44,0,0
542,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,11.5,0.58,951.21,174.35,1.44,0,0
543,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,11.9,0.58,951.24,174.35,1.44,0,0
544,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,12.3,0.58,951.27,174.35,1.44,0,0
545,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,12.7,0.58,951.29,174.35,1.44,0,0
546,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,13.2,0.58,951.33,174.35,1.44,0,0
547,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,13.6,0.58,951.36,174.35,1.44,0,0
548,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,14,0.58,951.39,174.35,1.44,0,0
549,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,14.4,0.58,951.42,174.35,1.44,0,0
550,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,14.8,0.58,951.45,174.35,1.44,0,0
551,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,15.3,0.582,955.33,174.34,1.5,0,1.64
552,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,15.7,0.589,966.76,174.32,1.66,0,12.71
553,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,16.1,0.601,985.76,174.27,1.94,0,42.85
554,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,16.5,0.617,1012.33,174.22,2.32,0,101.37
555,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,17,0.643,1056.19,174.13,2.92,0,228.78
556,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,17.4,0.67,1099.79,174.05,3.48,0,385.61
557,KAC,WB,NO. 2 T. S. & BTM. W. B. TK. S,1.025,17.8,0.701,1150.97,173.96,4.11,0,601.47
